filename,type_a,type_b,type_c,type_d,echo,top_folder,subfolder,subtype,species_common,species_latin,relative_path
XC910870 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910870 - Common Noctule - Nyctalus noctula.wav
XC910871 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910871 - Common Noctule - Nyctalus noctula.wav
XC910874 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910874 - Common Noctule - Nyctalus noctula.wav
XC910875 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910875 - Common Noctule - Nyctalus noctula.wav
XC910879 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Eurasian Serotine,Eptesicus serotinus,type B\in flight\XC910879 - Eurasian Serotine - Eptesicus serotinus.wav
XC910880 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\in flight\XC910880 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC910912 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910912 - Common Noctule - Nyctalus noctula.wav
XC910914 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910914 - Common Noctule - Nyctalus noctula.wav
XC910915 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910915 - Common Noctule - Nyctalus noctula.wav
XC910916 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC910916 - Common Noctule - Nyctalus noctula.wav
XC910936 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC910936 - Common Noctule - Nyctalus noctula.wav
XC910942 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC910942 - Common Noctule - Nyctalus noctula.wav
XC910947 - Common Noctule - Nyctalus noctula.wav,0,0,1,0,1,echolocation+type C,Noctule,C.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC910947 - Common Noctule - Nyctalus noctula.wav
XC911207 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC911207 - Common Noctule - Nyctalus noctula.wav
XC911253 - Pond Myotis - Myotis dasycneme.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Pond Myotis,Myotis dasycneme,type C\General\XC911253 - Pond Myotis - Myotis dasycneme.wav
XC911361 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC911361 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911368 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC911368 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911495 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC911495 - Common Noctule - Nyctalus noctula.wav
XC911496 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,0,type D,Noctule,D.noctule,Common Noctule,Nyctalus noctula,type D\Noctule\XC911496 - Common Noctule - Nyctalus noctula.wav
XC911512 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,1,echolocation+type D,Noctule,D.noctule+echolocation,Common Noctule,Nyctalus noctula,type D\Noctule\XC911512 - Common Noctule - Nyctalus noctula.wav
XC911550 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC911550 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911587 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\C.i\XC911587 - Eurasian Serotine - Eptesicus serotinus.wav
XC911588 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\C.i\XC911588 - Eurasian Serotine - Eptesicus serotinus.wav
XC911590 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,1,0,0,type B+type C,roosting,B.roosting+C.i,Eurasian Serotine,Eptesicus serotinus,type B\roosting\XC911590 - Eurasian Serotine - Eptesicus serotinus.wav
XC911591 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,0,type C,C.i,C.i,Eurasian Serotine,Eptesicus serotinus,type C\C.i\XC911591 - Eurasian Serotine - Eptesicus serotinus.wav
XC911592 - Eurasian Serotine - Eptesicus serotinus.wav,1,0,1,0,0,type A+type C,C.i,C.i+type_a,Eurasian Serotine,Eptesicus serotinus,type A\XC911592 - Eurasian Serotine - Eptesicus serotinus.wav
XC911593 - Eurasian Serotine - Eptesicus serotinus.wav,1,1,0,0,0,type A+type B,roosting,B.roosting+type_a,Eurasian Serotine,Eptesicus serotinus,type A\XC911593 - Eurasian Serotine - Eptesicus serotinus.wav
XC911594 - Eurasian Serotine - Eptesicus serotinus.wav,1,1,0,0,0,type A+type B,roosting,B.roosting+type_a,Eurasian Serotine,Eptesicus serotinus,type A\XC911594 - Eurasian Serotine - Eptesicus serotinus.wav
XC911595 - Eurasian Serotine - Eptesicus serotinus.wav,1,1,0,0,0,type A+type B,roosting,B.roosting+type_a,Eurasian Serotine,Eptesicus serotinus,type A\XC911595 - Eurasian Serotine - Eptesicus serotinus.wav
XC911601 - Eurasian Serotine - Eptesicus serotinus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Eurasian Serotine,Eptesicus serotinus,type C\C.d flying\XC911601 - Eurasian Serotine - Eptesicus serotinus.wav
XC911607 - Identity unknown.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Identity unknown,,type C\General\XC911607 - Identity unknown.wav
XC911688 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911688 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911690 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911690 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911692 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911692 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911803 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC911803 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911804 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC911804 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC911808 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911808 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911809 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911809 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911810 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC911810 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC911811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911931 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC911931 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911977 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,0,0,type B,roosting,B.roosting,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC911977 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911980 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,0,0,type B,roosting,B.roosting,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC911980 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC911981 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,1,0,0,0,type B,roosting,B.roosting,Nathusius's Pipistrelle,Pipistrellus nathusii,type B\roosting\XC911981 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC912136 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC912136 - Common Noctule - Nyctalus noctula.wav
XC912745 - Brown Long-eared Bat - Plecotus auritus.wav,0,0,1,0,0,type C,General,C.general,Brown Long-eared Bat,Plecotus auritus,type C\General\XC912745 - Brown Long-eared Bat - Plecotus auritus.wav
XC912757 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC912757 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC912759 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,0,1,echolocation+type C,General,C.general+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC912759 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC913072 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913072 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913218 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913218 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913219 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913219 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913225 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913225 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913226 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B,roosting,B.roosting,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC913226 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913230 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913230 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913231 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913231 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913232 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913232 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913233 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913233 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913235 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913235 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913236 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913236 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913238 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913238 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913239 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913239 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913243 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913243 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913245 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913245 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913250 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,0,type C,C.i,C.i,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC913250 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913297 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC913297 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC913306 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC913306 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC913312 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,1,echolocation+type D,Noctule,D.noctule+echolocation,Common Noctule,Nyctalus noctula,type D\Noctule\XC913312 - Common Noctule - Nyctalus noctula.wav
XC913335 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,C.d flying,C.d_flying+D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\C.d flying\XC913335 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC913398 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,0,type C+type D,Noctule,C.noctule+D.noctule,Common Noctule,Nyctalus noctula,type C\Noctule\XC913398 - Common Noctule - Nyctalus noctula.wav
XC913914 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC913914 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914092 - Pond Myotis - Myotis dasycneme.wav,1,0,1,0,1,echolocation+type A+type C,C.i,C.general+C.i+echolocation+type_a,Pond Myotis,Myotis dasycneme,type A\XC914092 - Pond Myotis - Myotis dasycneme.wav
XC914093 - Pond Myotis - Myotis dasycneme.wav,1,0,1,0,1,echolocation+type A+type C,General,C.general+echolocation+type_a,Pond Myotis,Myotis dasycneme,type A\XC914093 - Pond Myotis - Myotis dasycneme.wav
XC914235 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC914235 - Common Noctule - Nyctalus noctula.wav
XC914301 - Pond Myotis - Myotis dasycneme.wav,1,1,1,0,1,echolocation+type A+type B+type C,roosting,B.roosting+C.i+echolocation+type_a,Pond Myotis,Myotis dasycneme,type A\XC914301 - Pond Myotis - Myotis dasycneme.wav
XC914302 - Pond Myotis - Myotis dasycneme.wav,1,0,1,0,1,echolocation+type A+type C,C.i,C.general+C.i+echolocation+type_a,Pond Myotis,Myotis dasycneme,type A\XC914302 - Pond Myotis - Myotis dasycneme.wav
XC914575 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC914575 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC914852 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC914852 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914876 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC914876 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC914884 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC914884 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC914885 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC914885 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC914886 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Eurasian Serotine,Eptesicus serotinus,type B\in flight\XC914886 - Eurasian Serotine - Eptesicus serotinus.wav
XC914893 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC914893 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC915130 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC915130 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915131 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC915131 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915347 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\in flight\XC915347 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC915538 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC915538 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916043 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC916043 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC916805 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.d flying,C.d_flying+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.d flying\XC916805 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC916811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC916811 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC917062 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B,roosting,B.roosting,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC917062 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917065 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC917065 - Common Noctule - Nyctalus noctula.wav
XC917123 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,0,type B,roosting,B.roosting,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC917123 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917393 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,0,type D,Part D Nathusius,D.part_d_nathusius,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC917393 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC917428 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\in flight\XC917428 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917429 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC917429 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC917874 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Eurasian Serotine,Eptesicus serotinus,type B\in flight\XC917874 - Eurasian Serotine - Eptesicus serotinus.wav
XC917886 - Eurasian Serotine - Eptesicus serotinus.wav,0,1,0,0,1,echolocation+type B,in flight,B.in_flight+echolocation,Eurasian Serotine,Eptesicus serotinus,type B\in flight\XC917886 - Eurasian Serotine - Eptesicus serotinus.wav
XC917896 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC917896 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917900 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC917900 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC917979 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,1,1,1,echolocation+type C+type D,General,C.general+D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type C\General\XC917979 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC917980 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part D Nathusius,D.part_d_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part D Nathusius\XC917980 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC918208 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC918208 - Common Noctule - Nyctalus noctula.wav
XC918331 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,1,0,0,1,echolocation+type B,roosting,B.roosting+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type B\roosting\XC918331 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC918333 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC918396 - Common Pipistrelle - Pipistrellus pipistrellus.wav,0,0,1,0,1,echolocation+type C,C.i,C.i+echolocation,Common Pipistrelle,Pipistrellus pipistrellus,type C\C.i\XC918396 - Common Pipistrelle - Pipistrellus pipistrellus.wav
XC918721 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Part E Nathusius,D.part_e_nathusius+D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Part E Nathusius\XC918721 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
XC919971 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,0,type D,Noctule,D.noctule,Common Noctule,Nyctalus noctula,type D\Noctule\XC919971 - Common Noctule - Nyctalus noctula.wav
XC919972 - Common Noctule - Nyctalus noctula.wav,0,0,1,1,1,echolocation+type C+type D,Noctule,C.noctule+D.noctule+echolocation,Common Noctule,Nyctalus noctula,type C\Noctule\XC919972 - Common Noctule - Nyctalus noctula.wav
XC919973 - Common Noctule - Nyctalus noctula.wav,0,0,0,1,1,echolocation+type D,Noctule,D.noctule+echolocation,Common Noctule,Nyctalus noctula,type D\Noctule\XC919973 - Common Noctule - Nyctalus noctula.wav
XC920326 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav,0,0,0,1,1,echolocation+type D,Thrills Nathusius,D.thrills_nathusius+echolocation,Nathusius's Pipistrelle,Pipistrellus nathusii,type D\Thrills Nathusius\XC920326 - Nathusius's Pipistrelle - Pipistrellus nathusii.wav
